	ID	Predicted_Category
8518	6766	Football
8519	5892	Football
8520	13395	Football
8521	8336	Football
8522	9541	Football
8523	10766	Football
8524	1532	Football
8525	881	Football
8526	15185	Football
8527	5411	Football
8528	9139	Football
8529	10166	Football
8530	11340	Football
8531	9508	Football
8532	13137	Football
8533	4672	Football
8534	902	Football
8535	821	Football
8536	2120	Football
8537	10618	Football
8538	15141	Football
8539	9363	Football
8540	3969	Football
8541	3182	Film
8542	3522	Football
8543	5727	Football
8544	14138	Football
8545	11811	Football
8546	15002	Football
8547	10933	Football
8548	1608	Football
8549	3632	Football
8550	2859	Football
8551	7947	Football
8552	3425	Football
8553	5673	Football
8554	2911	Football
8555	1809	Football
8556	13666	Football
8557	1795	Technology
8558	2851	Football
8559	2666	Football
8560	3780	Football
8561	4738	Football
8562	9197	Football
8563	8549	Football
8564	10305	Football
8565	11592	Football
8566	14088	Football
8567	10498	Football
8568	2756	Football
8569	9255	Football
8570	7382	Football
8571	11103	Football
8572	14744	Football
8573	7273	Football
8574	13507	Football
8575	5131	Football
8576	10876	Football
8577	169	Football
8578	9457	Football
8579	4562	Football
8580	11236	Football
8581	12123	Football
8582	6556	Football
8583	7106	Football
8584	13984	Football
8585	2522	Football
8586	1148	Football
8587	15051	Football
8588	14470	Football
8589	894	Football
8590	5605	Football
8591	6690	Football
8592	15191	Football
8593	221	Football
8594	121	Football
8595	3387	Football
8596	13540	Football
8597	10673	Football
8598	10130	Football
8599	503	Football
8600	13887	Football
8601	11586	Football
8602	1205	Football
8603	7992	Football
8604	5100	Football
8605	3304	Football
8606	10654	Football
8607	3731	Football
8608	14423	Football
8609	4782	Football
8610	4296	Football
8611	9113	Football
8612	4724	Football
8613	1887	Football
8614	13324	Football
8615	14883	Football
8616	58	Football
8617	12730	Football
8618	3107	Football
8619	6966	Football
8620	682	Football
8621	4325	Football
8622	10685	Football
8623	11514	Football
8624	9198	Football
8625	1011	Football
8626	14505	Football
8627	7312	Football
8628	12590	Football
8629	9966	Football
8630	8726	Football
8631	4391	Football
8632	7359	Football
8633	15266	Football
8634	13294	Football
8635	5341	Football
8636	8409	Football
8637	1409	Football
8638	1052	Football
8639	2900	Football
8640	6032	Football
8641	6621	Football
8642	2895	Football
8643	11322	Football
8644	4932	Football
8645	15053	Football
8646	11545	Football
8647	3906	Football
8648	3160	Football
8649	714	Football
8650	1153	Film
8651	1369	Football
8652	9155	Football
8653	9864	Football
8654	9303	Football
8655	8150	Football
8656	9102	Football
8657	15317	Football
8658	13802	Football
8659	49	Football
8660	912	Football
8661	1578	Football
8662	3327	Football
8663	13464	Football
8664	2645	Football
8665	13123	Football
8666	1867	Football
8667	2967	Football
8668	7828	Football
8669	7067	Football
8670	7192	Football
8671	9959	Football
8672	6197	Football
8673	12447	Film
8674	5443	Football
8675	1303	Football
8676	2035	Football
8677	12219	Football
8678	13303	Football
8679	10829	Football
8680	13391	Football
8681	8963	Football
8682	11991	Football
8683	27	Football
8684	6807	Football
8685	8443	Football
8686	380	Football
8687	10586	Football
8688	5721	Football
8689	8570	Football
8690	13720	Football
8691	12271	Football
8692	2627	Football
8693	14413	Football
8694	9946	Football
8695	14210	Football
8696	7878	Football
8697	1084	Football
8698	9398	Football
8699	8966	Football
8700	4459	Football
8701	106	Football
8702	14183	Football
8703	9548	Film
8704	14188	Football
8705	14902	Football
8706	901	Football
8707	4241	Football
8708	3076	Football
8709	2626	Football
8710	10278	Football
8711	6681	Football
8712	14834	Football
8713	11920	Football
8714	1737	Football
8715	10452	Football
8716	11905	Football
8717	4792	Football
8718	4735	Football
8719	4777	Football
8720	14954	Football
8721	5958	Football
8722	7527	Football
8723	10426	Football
8724	6780	Football
8725	4089	Football
8726	8192	Football
8727	2832	Football
8728	13101	Football
8729	11776	Football
8730	3663	Football
8731	8497	Football
8732	4276	Football
8733	10308	Football
8734	2476	Football
8735	12638	Football
8736	6233	Football
8737	5428	Football
8738	9734	Football
8739	14647	Football
8740	11087	Football
8741	10976	Football
8742	8811	Football
8743	7476	Football
8744	574	Football
8745	6984	Football
8746	4064	Football
8747	2444	Football
8748	12991	Football
8749	8087	Football
8750	7670	Football
8751	5934	Football
8752	12151	Football
8753	9927	Football
8754	2813	Football
8755	14171	Football
8756	11024	Football
8757	12308	Football
8758	8551	Football
8759	14714	Football
8760	15206	Football
8761	10648	Football
8762	8540	Football
8763	1694	Football
8764	12983	Football
8765	568	Football
8766	9414	Football
8767	1581	Football
8768	2680	Football
8769	1723	Football
8770	12247	Football
8771	2204	Football
8772	14096	Football
8773	10414	Football
8774	4570	Football
8775	11669	Football
8776	4219	Football
8777	9313	Football
8778	5831	Football
8779	14480	Football
8780	448	Football
8781	13783	Football
8782	9280	Football
8783	1678	Football
8784	15121	Football
8785	4953	Football
8786	1580	Football
8787	5397	Football
8788	7732	Football
8789	6391	Football
8790	11590	Football
8791	10028	Football
8792	7349	Football
8793	7272	Football
8794	1149	Football
8795	11436	Film
8796	8684	Football
8797	8146	Football
8798	12542	Football
8799	13285	Football
8800	4634	Football
8801	5997	Football
8802	4665	Football
8803	10521	Football
8804	12805	Football
8805	9214	Football
8806	14593	Football
8807	2390	Football
8808	4485	Football
8809	3800	Football
8810	4655	Football
8811	3932	Football
8812	5371	Football
8813	6023	Football
8814	6400	Football
8815	11430	Football
8816	6532	Football
8817	14847	Football
8818	9311	Football
8819	844	Football
8820	4292	Football
8821	3114	Football
8822	2773	Football
8823	7434	Football
8824	4990	Football
8825	15042	Football
8826	14805	Football
8827	15106	Football
8828	10757	Football
8829	68	Football
8830	8792	Football
8831	5344	Football
8832	8431	Football
8833	8383	Football
8834	7351	Football
8835	13360	Football
8836	5176	Football
8837	3352	Football
8838	14438	Football
8839	3980	Football
8840	6802	Football
8841	12624	Football
8842	6390	Football
8843	6920	Football
8844	6127	Football
8845	5044	Football
8846	11529	Football
8847	6860	Football
8848	11294	Football
8849	2111	Football
8850	3683	Football
8851	5558	Football
8852	9375	Football
8853	4378	Football
8854	9049	Football
8855	10760	Football
8856	14509	Football
8857	4415	Football
8858	3801	Football
8859	418	Football
8860	4915	Football
8861	9052	Football
8862	471	Football
8863	3100	Football
8864	12868	Football
8865	2233	Football
8866	9805	Football
8867	3237	Football
8868	5358	Football
8869	10733	Football
8870	6678	Football
8871	14019	Football
8872	7282	Football
8873	10984	Football
8874	9986	Football
8875	10328	Football
8876	2166	Football
8877	13730	Football
8878	4816	Football
8879	6168	Football
8880	2298	Football
8881	13366	Football
8882	2173	Football
8883	6730	Football
8884	13178	Football
8885	2352	Football
8886	9953	Football
8887	11854	Football
8888	14001	Football
8889	6838	Football
8890	10971	Football
8891	6601	Football
8892	12761	Football
8893	6671	Football
8894	13172	Football
8895	6656	Football
8896	8117	Football
8897	15012	Football
8898	14247	Football
8899	202	Football
8900	6843	Football
8901	13771	Football
8902	10492	Football
8903	7241	Football
8904	2052	Football
8905	6412	Football
8906	13383	Football
8907	4790	Football
8908	2267	Football
8909	1519	Football
8910	11635	Football
8911	2953	Football
8912	406	Football
8913	9150	Football
8914	15208	Football
8915	10631	Football
8916	843	Football
8917	3839	Football
8918	13516	Football
8919	8874	Football
8920	5801	Football
8921	11187	Football
8922	1829	Football
8923	3017	Football
8924	2006	Football
8925	2527	Football
8926	5292	Football
8927	9300	Football
8928	11858	Football
8929	5585	Football
8930	2712	Football
8931	200	Football
8932	7689	Football
8933	8218	Football
8934	10134	Football
8935	11238	Football
8936	10832	Football
8937	7739	Football
8938	13907	Football
8939	13063	Football
8940	11371	Football
8941	10665	Football
8942	4153	Football
8943	11055	Football
8944	13323	Football
8945	7675	Football
8946	2478	Football
8947	13076	Football
8948	5597	Football
8949	3938	Football
8950	15155	Football
8951	1800	Football
8952	4583	Football
8953	8569	Football
8954	8371	Football
8955	12171	Football
8956	526	Football
8957	11949	Football
8958	3142	Football
8959	14109	Football
8960	1859	Football
8961	7921	Football
8962	11077	Football
8963	9907	Football
8964	8945	Football
8965	12148	Football
8966	15063	Football
8967	13748	Football
8968	185	Football
8969	9803	Football
8970	6306	Football
8971	5987	Football
8972	3040	Football
8973	2405	Football
8974	9698	Football
8975	6989	Football
8976	8394	Football
8977	2384	Football
8978	4319	Football
8979	118	Football
8980	9444	Football
8981	9724	Football
8982	14140	Football
8983	6589	Football
8984	10076	Football
8985	11583	Football
8986	5861	Football
8987	15240	Football
8988	9013	Football
8989	2237	Football
8990	8687	Football
8991	9045	Football
8992	514	Football
8993	3599	Football
8994	5866	Football
8995	3336	Football
8996	15096	Football
8997	10003	Football
8998	10066	Football
8999	13940	Football
9000	2604	Football
9001	11993	Football
9002	9454	Football
9003	14810	Football
9004	11865	Football
9005	10052	Football
9006	3635	Football
9007	4467	Football
9008	5322	Football
9009	1247	Football
9010	7936	Football
9011	4818	Football
9012	5520	Football
9013	5893	Film
9014	2428	Football
9015	13682	Football
9016	14623	Football
9017	9074	Football
9018	4349	Football
9019	11381	Football
9020	2282	Football
9021	12007	Football
9022	862	Football
9023	13792	Football
9024	4471	Politics
9025	5595	Football
9026	12136	Football
9027	7917	Football
9028	5663	Football
9029	13749	Football
9030	10734	Football
9031	8399	Football
9032	1649	Football
9033	11173	Football
9034	256	Football
9035	15	Football
9036	9405	Football
9037	8777	Football
9038	295	Football
9039	6735	Football
9040	3567	Football
9041	11546	Football
9042	4197	Football
9043	15258	Football
9044	3041	Football
9045	8658	Football
9046	12931	Football
9047	8986	Football
9048	12110	Football
9049	9195	Football
9050	13673	Football
9051	1539	Football
9052	14206	Football
9053	14719	Football
9054	176	Football
9055	12900	Football
9056	6267	Football
9057	2433	Football
9058	11272	Football
9059	2690	Football
9060	1134	Football
9061	2095	Football
9062	8462	Football
9063	11341	Football
9064	4097	Football
9065	8291	Football
9066	4978	Football
9067	8788	Football
9068	13016	Football
9069	13815	Football
9070	8320	Football
9071	9342	Football
9072	1242	Football
9073	1395	Football
9074	808	Football
9075	2981	Football
9076	10753	Football
9077	14123	Football
9078	11223	Football
9079	6256	Football
9080	14292	Football
9081	14191	Football
9082	12203	Football
9083	12265	Football
9084	9071	Football
9085	2194	Football
9086	6892	Football
9087	4158	Football
9088	1268	Football
9089	12080	Football
9090	1228	Football
9091	4052	Football
9092	11803	Football
9093	1677	Football
9094	7522	Football
9095	7748	Football
9096	10197	Football
9097	504	Football
9098	603	Football
9099	12733	Football
9100	3669	Football
9101	4843	Football
9102	13393	Football
9103	3718	Football
9104	3931	Football
9105	8350	Football
9106	11873	Football
9107	5140	Football
9108	11746	Football
9109	3813	Football
9110	5630	Technology
9111	9758	Football
9112	4205	Football
9113	1166	Football
9114	3802	Football
9115	4446	Football
9116	5086	Football
9117	14986	Football
9118	7258	Football
9119	6988	Football
9120	14248	Football
9121	5647	Football
9122	4931	Football
9123	7600	Football
9124	13894	Football
9125	9194	Football
9126	12918	Football
9127	9458	Football
9128	14663	Football
9129	13699	Football
9130	4030	Football
9131	13406	Football
9132	12955	Football
9133	2814	Football
9134	3007	Football
9135	7672	Football
9136	81	Football
9137	11058	Football
9138	6968	Football
9139	9183	Football
9140	8873	Football
9141	8695	Football
9142	3159	Football
9143	13832	Football
9144	1402	Football
9145	10097	Football
9146	8999	Football
9147	13786	Football
9148	6955	Football
9149	14135	Football
9150	7056	Football
9151	10323	Football
9152	5924	Football
9153	13993	Football
9154	13459	Football
9155	6884	Football
9156	7715	Football
9157	13066	Football
9158	9602	Football
9159	8535	Football
9160	2148	Football
9161	9857	Football
9162	14165	Football
9163	1257	Football
9164	2045	Football
9165	4774	Football
9166	3789	Football
9167	4955	Football
9168	6054	Football
9169	10456	Football
9170	8264	Football
9171	14128	Football
9172	2515	Football
9173	15107	Football
9174	12557	Football
9175	8868	Football
9176	7769	Football
9177	5246	Football
9178	3806	Football
9179	1291	Football
9180	12155	Football
9181	11500	Football
9182	3882	Football
9183	13488	Football
9184	5253	Football
9185	15048	Football
9186	810	Football
9187	7421	Football
9188	11454	Football
9189	10489	Football
9190	10252	Football
9191	6787	Football
9192	14449	Football
9193	10384	Football
9194	5661	Football
9195	7995	Football
9196	10572	Football
9197	9253	Football
9198	2880	Football
9199	375	Football
9200	2844	Football
9201	9561	Politics
9202	10802	Technology
9203	6727	Politics
9204	12366	Business
9205	11783	Business
9206	14177	Business
9207	308	Business
9208	13636	Technology
9209	1042	Business
9210	1227	Business
9211	4042	Film
9212	2578	Business
9213	3615	Technology
9214	1661	Business
9215	3242	Business
9216	10178	Business
9217	3533	Business
9218	8749	Technology
9219	8127	Technology
9220	3745	Technology
9221	12163	Technology
9222	10901	Business
9223	7669	Business
9224	569	Business
9225	3053	Film
9226	12288	Technology
9227	1320	Business
9228	13094	Business
9229	3426	Technology
9230	4273	Politics
9231	11010	Technology
9232	6441	Football
9233	7474	Technology
9234	8028	Business
9235	11932	Business
9236	14299	Football
9237	1852	Business
9238	7987	Technology
9239	8934	Business
9240	3619	Football
9241	3217	Football
9242	3000	Football
9243	8207	Football
9244	6808	Politics
9245	10376	Football
9246	11542	Business
9247	7983	Football
9248	5460	Business
9249	13994	Business
9250	13084	Business
9251	11525	Politics
9252	11092	Business
9253	2920	Film
9254	4250	Film
9255	13967	Business
9256	11352	Technology
9257	314	Film
9258	9020	Politics
9259	2639	Film
9260	10745	Film
9261	2728	Film
9262	1150	Film
9263	2047	Film
9264	122	Film
9265	8744	Film
9266	14626	Business
9267	3976	Business
9268	14097	Politics
9269	1713	Politics
9270	382	Politics
9271	7872	Business
9272	12942	Business
9273	5931	Business
9274	11473	Politics
9275	11692	Politics
9276	14957	Politics
9277	15229	Politics
9278	7500	Business
9279	640	Politics
9280	93	Politics
9281	6406	Business
9282	2058	Business
9283	14935	Business
9284	14359	Business
9285	13023	Business
9286	9387	Business
9287	13259	Business
9288	11503	Business
9289	1362	Business
9290	1139	Business
9291	11391	Business
9292	9026	Business
9293	4803	Business
9294	2331	Business
9295	12102	Business
9296	1264	Business
9297	15248	Business
9298	8880	Business
9299	7965	Politics
9300	7700	Football
9301	6167	Business
9302	4373	Business
9303	15188	Technology
9304	13418	Business
9305	6760	Business
9306	10684	Business
9307	8333	Technology
9308	13277	Technology
9309	3876	Business
9310	5611	Technology
9311	2713	Technology
9312	3873	Technology
9313	3900	Technology
9314	10522	Technology
9315	1903	Business
9316	12109	Business
9317	9210	Business
9318	10173	Business
9319	10817	Technology
9320	12071	Business
9321	8170	Technology
9322	6309	Business
9323	14598	Technology
9324	7696	Technology
9325	9036	Business
9326	4582	Technology
9327	3790	Business
9328	3553	Business
9329	12726	Business
9330	2549	Politics
9331	2615	Business
9332	440	Business
9333	4544	Politics
9334	6771	Politics
9335	12906	Business
9336	10517	Business
9337	7624	Politics
9338	3027	Business
9339	7495	Politics
9340	10619	Politics
9341	11183	Film
9342	10072	Technology
9343	5786	Technology
9344	6640	Film
9345	15044	Business
9346	3393	Film
9347	9239	Business
9348	12189	Business
9349	9207	Business
9350	6731	Politics
9351	7188	Business
9352	13536	Politics
9353	6602	Politics
9354	591	Politics
9355	274	Politics
9356	2688	Business
9357	9883	Politics
9358	8564	Business
9359	12774	Politics
9360	6912	Politics
9361	11214	Business
9362	11269	Politics
9363	14057	Politics
9364	14754	Politics
9365	13151	Business
9366	7102	Business
9367	2200	Politics
9368	8344	Business
9369	4311	Business
9370	6258	Politics
9371	3392	Business
9372	3657	Business
9373	10958	Business
9374	8732	Business
9375	7260	Business
9376	7890	Business
9377	14973	Business
9378	11573	Business
9379	4212	Business
9380	15131	Business
9381	8068	Business
9382	3409	Business
9383	13416	Business
9384	190	Business
9385	14296	Business
9386	10274	Business
9387	250	Politics
9388	14613	Business
9389	9130	Politics
9390	9427	Business
9391	5367	Business
9392	1862	Business
9393	2595	Business
9394	13604	Business
9395	13779	Business
9396	11973	Business
9397	5226	Politics
9398	9825	Business
9399	3141	Business
9400	2961	Business
9401	415	Business
9402	1080	Business
9403	4639	Business
9404	14083	Business
9405	10908	Business
9406	7991	Business
9407	5396	Business
9408	535	Business
9409	2152	Film
9410	5818	Business
9411	12064	Business
9412	3698	Business
9413	3373	Business
9414	5754	Business
9415	4520	Technology
9416	8928	Business
9417	6337	Business
9418	15216	Business
9419	2660	Business
9420	14293	Politics
9421	11136	Politics
9422	7306	Business
9423	8970	Politics
9424	12245	Business
9425	3836	Business
9426	4637	Business
9427	6815	Politics
9428	10189	Business
9429	2867	Politics
9430	8845	Politics
9431	14790	Politics
9432	3783	Business
9433	13491	Business
9434	2196	Football
9435	7564	Technology
9436	10048	Technology
9437	13713	Technology
9438	6471	Technology
9439	4812	Film
9440	6722	Technology
9441	7593	Business
9442	2811	Business
9443	12750	Business
9444	14221	Business
9445	1925	Business
9446	923	Business
9447	9985	Business
9448	10878	Politics
9449	9635	Politics
9450	7095	Technology
9451	9298	Technology
9452	8306	Technology
9453	15071	Business
9454	364	Business
9455	4710	Technology
9456	7754	Technology
9457	7162	Technology
9458	6313	Technology
9459	11687	Technology
9460	3519	Technology
9461	6810	Technology
9462	3610	Business
9463	12112	Business
9464	5153	Technology
9465	13966	Technology
9466	6853	Technology
9467	12231	Technology
9468	8055	Technology
9469	6063	Politics
9470	10676	Business
9471	2463	Business
9472	917	Business
9473	11552	Technology
9474	12899	Technology
9475	9329	Technology
9476	8878	Technology
9477	13289	Technology
9478	8839	Business
9479	1966	Politics
9480	9441	Film
9481	3152	Film
9482	6146	Technology
9483	15136	Technology
9484	2945	Politics
9485	9700	Politics
9486	9510	Football
9487	5184	Film
9488	12841	Film
9489	12664	Technology
9490	14904	Film
9491	12644	Film
9492	12464	Film
9493	8009	Film
9494	2010	Film
9495	1464	Film
9496	13614	Film
9497	7649	Football
9498	15279	Film
9499	3320	Film
9500	3957	Film
9501	444	Film
9502	13351	Film
9503	1154	Film
9504	10080	Film
9505	13085	Politics
9506	6509	Film
9507	6370	Film
9508	12500	Film
9509	9348	Film
9510	11453	Film
9511	12377	Film
9512	11498	Film
9513	4020	Film
9514	8502	Film
9515	1484	Politics
9516	12490	Business
9517	12395	Politics
9518	1103	Politics
9519	9740	Politics
9520	4688	Business
9521	474	Politics
9522	8973	Business
9523	9998	Business
9524	6160	Business
9525	950	Business
9526	11866	Film
9527	8339	Business
9528	5175	Business
9529	7368	Football
9530	11293	Football
9531	12174	Film
9532	2656	Football
9533	12252	Football
9534	14995	Business
9535	2733	Business
9536	2122	Business
9537	2752	Film
9538	13140	Technology
9539	9106	Business
9540	6593	Film
9541	6797	Business
9542	13860	Film
9543	13230	Business
9544	3954	Film
9545	7727	Politics
9546	12673	Politics
9547	13579	Business
9548	13227	Film
9549	9505	Film
9550	14584	Politics
9551	6510	Film
9552	3769	Film
9553	10938	Film
9554	9101	Film
9555	7595	Film
9556	3743	Film
9557	7678	Film
9558	9517	Business
9559	507	Business
9560	8420	Film
9561	1562	Film
9562	5112	Film
9563	4983	Film
9564	2941	Film
9565	12325	Film
9566	12294	Film
9567	4729	Politics
9568	12463	Film
9569	13573	Technology
9570	2652	Football
9571	150	Film
9572	3565	Football
9573	14501	Film
9574	4641	Film
9575	13380	Film
9576	3529	Film
9577	9784	Film
9578	13074	Film
9579	9814	Film
9580	12076	Film
9581	6770	Film
9582	1361	Film
9583	12315	Film
9584	340	Football
9585	8619	Film
9586	675	Film
9587	11255	Film
9588	5746	Football
9589	12695	Football
9590	14037	Technology
9591	1064	Business
9592	13211	Politics
9593	3771	Politics
9594	5876	Politics
9595	1412	Politics
9596	12830	Film
9597	9728	Politics
9598	11404	Politics
9599	2427	Film
9600	8641	Film
9601	10258	Film
9602	4332	Film
9603	12225	Film
9604	455	Politics
9605	11836	Film
9606	4752	Film
9607	11168	Film
9608	13870	Politics
9609	904	Film
9610	7112	Film
9611	2864	Business
9612	9217	Film
9613	9640	Football
9614	8526	Film
9615	4546	Film
9616	4574	Film
9617	6384	Film
9618	6927	Film
9619	8552	Film
9620	4552	Film
9621	5552	Film
9622	14641	Film
9623	11195	Film
9624	3183	Politics
9625	12092	Film
9626	8984	Politics
9627	1534	Politics
9628	1006	Politics
9629	4119	Politics
9630	11277	Politics
9631	7912	Politics
9632	14921	Politics
9633	11784	Politics
9634	8018	Politics
9635	5333	Politics
9636	15005	Politics
9637	8509	Politics
9638	15144	Politics
9639	1008	Politics
9640	14686	Politics
9641	7046	Politics
9642	7155	Politics
9643	2928	Politics
9644	9378	Politics
9645	3285	Politics
9646	2135	Politics
9647	10086	Politics
9648	4447	Politics
9649	13346	Politics
9650	1506	Politics
9651	10528	Politics
9652	8910	Politics
9653	12276	Politics
9654	5703	Politics
9655	12496	Politics
9656	12188	Politics
9657	5067	Politics
9658	10404	Politics
9659	3568	Politics
9660	5204	Politics
9661	6669	Politics
9662	14532	Politics
9663	4643	Politics
9664	5901	Politics
9665	5165	Politics
9666	5938	Politics
9667	8836	Politics
9668	7047	Politics
9669	206	Politics
9670	5030	Politics
9671	12849	Politics
9672	7705	Politics
9673	1507	Politics
9674	15254	Business
9675	8166	Politics
9676	2983	Politics
9677	4260	Politics
9678	12594	Politics
9679	5740	Politics
9680	14416	Politics
9681	6864	Politics
9682	13118	Politics
9683	6200	Politics
9684	842	Politics
9685	8261	Politics
9686	10599	Politics
9687	5973	Technology
9688	2034	Technology
9689	4999	Technology
9690	3984	Film
9691	2899	Film
9692	2726	Football
9693	6997	Business
9694	2846	Business
9695	10105	Business
9696	8017	Film
9697	1240	Film
9698	8352	Film
9699	9577	Film
9700	10660	Film
9701	5872	Film
9702	8923	Film
9703	3446	Film
9704	1245	Business
9705	2388	Film
9706	13767	Politics
9707	5216	Politics
9708	13134	Politics
9709	5387	Film
9710	3439	Politics
9711	10966	Politics
9712	9377	Business
9713	13915	Politics
9714	5017	Politics
9715	13301	Politics
9716	4038	Politics
9717	12786	Politics
9718	8331	Business
9719	4786	Business
9720	1700	Politics
9721	10289	Business
9722	8852	Politics
9723	294	Politics
9724	3186	Politics
9725	6713	Politics
9726	3190	Politics
9727	14114	Business
9728	13690	Technology
9729	12411	Technology
9730	2647	Business
9731	2018	Technology
9732	12345	Business
9733	1826	Politics
9734	877	Business
9735	1111	Politics
9736	11178	Business
9737	9701	Politics
9738	1053	Politics
9739	2550	Politics
9740	3623	Business
9741	4823	Politics
9742	7597	Politics
9743	4117	Politics
9744	7537	Politics
9745	1830	Technology
9746	13724	Politics
9747	2523	Business
9748	4873	Politics
9749	272	Politics
9750	8031	Business
9751	10043	Politics
9752	6029	Politics
9753	15275	Politics
9754	12156	Politics
9755	9568	Politics
9756	1561	Business
9757	8370	Politics
9758	10626	Politics
9759	14302	Politics
9760	4661	Politics
9761	398	Politics
9762	11578	Politics
9763	12802	Politics
9764	10842	Politics
9765	183	Politics
9766	15312	Politics
9767	11511	Business
9768	7506	Business
9769	2457	Politics
9770	6368	Politics
9771	5250	Politics
9772	13310	Business
9773	14160	Politics
9774	5772	Politics
9775	3742	Politics
9776	8919	Politics
9777	512	Business
9778	8667	Politics
9779	10590	Politics
9780	14906	Politics
9781	8796	Politics
9782	10826	Politics
9783	9601	Politics
9784	6768	Politics
9785	2993	Politics
9786	8035	Politics
9787	98	Business
9788	4196	Politics
9789	6845	Politics
9790	1238	Politics
9791	8939	Business
9792	14035	Technology
9793	11615	Business
9794	12848	Business
9795	6327	Technology
9796	879	Technology
9797	345	Technology
9798	15202	Business
9799	14794	Business
9800	12433	Politics
9801	5654	Politics
9802	5082	Film
9803	1774	Film
9804	8793	Business
9805	11857	Politics
9806	679	Politics
9807	11360	Business
9808	6507	Business
9809	11962	Business
9810	14341	Film
9811	920	Business
9812	2271	Business
9813	10695	Business
9814	9215	Business
9815	12404	Business
9816	11555	Business
9817	6395	Business
9818	6672	Business
9819	8899	Business
9820	2982	Business
9821	13460	Business
9822	13278	Business
9823	3911	Politics
9824	6159	Business
9825	3793	Business
9826	3514	Business
9827	5494	Business
9828	14204	Business
9829	8678	Business
9830	7438	Business
9831	906	Business
9832	7725	Business
9833	8969	Business
9834	4077	Business
9835	13628	Business
9836	3099	Business
9837	5064	Business
9838	823	Business
9839	546	Business
9840	1863	Business
9841	9777	Business
9842	2596	Business
9843	1865	Business
9844	7052	Business
9845	13949	Business
9846	5919	Business
9847	10811	Business
9848	2145	Business
9849	9410	Business
9850	13555	Business
9851	6743	Business
9852	12413	Business
9853	15316	Business
9854	5392	Business
9855	7111	Business
9856	13161	Business
9857	13130	Business
9858	10791	Business
9859	4839	Business
9860	880	Business
9861	13903	Business
9862	12497	Film
9863	6423	Film
9864	8427	Politics
9865	11748	Politics
9866	14996	Politics
9867	13811	Business
9868	3368	Business
9869	5604	Business
9870	10027	Politics
9871	10251	Business
9872	3156	Business
9873	4455	Business
9874	13544	Business
9875	11662	Business
9876	5946	Business
9877	6235	Business
9878	14771	Business
9879	31	Business
9880	11877	Business
9881	13743	Business
9882	578	Business
9883	9166	Business
9884	4302	Politics
9885	6373	Politics
9886	2739	Business
9887	15226	Politics
9888	10663	Business
9889	7852	Business
9890	3226	Business
9891	13251	Business
9892	10532	Business
9893	214	Business
9894	14018	Politics
9895	6339	Business
9896	8078	Film
9897	14539	Business
9898	7467	Business
9899	4550	Business
9900	1773	Business
9901	2845	Business
9902	6467	Business
9903	8475	Business
9904	13731	Business
9905	14558	Business
9906	5974	Business
9907	1019	Politics
9908	13589	Football
9909	8354	Business
9910	1136	Politics
9911	7876	Politics
9912	9272	Business
9913	1693	Business
9914	8668	Politics
9915	9409	Politics
9916	11899	Politics
9917	4971	Politics
9918	7018	Business
9919	114	Politics
9920	14084	Business
9921	376	Technology
9922	13239	Film
9923	1448	Business
9924	8742	Technology
9925	457	Technology
9926	11616	Business
9927	3250	Film
9928	9663	Technology
9929	13670	Business
9930	9875	Film
9931	2936	Film
9932	2264	Technology
9933	9403	Technology
9934	10543	Technology
9935	10769	Technology
9936	892	Technology
9937	4862	Technology
9938	3871	Technology
9939	4987	Technology
9940	7403	Technology
9941	10550	Technology
9942	12069	Technology
9943	7903	Technology
9944	197	Technology
9945	9226	Technology
9946	8400	Business
9947	4694	Technology
9948	8328	Business
9949	9871	Technology
9950	4476	Technology
9951	2894	Technology
9952	12832	Business
9953	14112	Business
9954	9246	Politics
9955	2030	Business
9956	12425	Business
9957	2531	Business
9958	10032	Business
9959	48	Business
9960	11527	Technology
9961	14236	Technology
9962	3950	Technology
9963	3687	Business
9964	11287	Technology
9965	1018	Technology
9966	6677	Technology
9967	11960	Football
9968	2446	Football
9969	22	Football
9970	12479	Football
9971	8665	Football
9972	2016	Business
9973	4796	Football
9974	6573	Business
9975	2968	Business
9976	6980	Business
9977	11766	Football
9978	3343	Politics
9979	14606	Politics
9980	10869	Football
9981	12363	Football
9982	10045	Football
9983	2450	Football
9984	8808	Football
9985	5088	Football
9986	5001	Football
9987	13049	Football
9988	3865	Football
9989	188	Politics
9990	11994	Football
9991	11823	Politics
9992	1336	Football
9993	14202	Politics
9994	8378	Football
9995	14637	Football
9996	6415	Business
9997	1199	Football
9998	3701	Football
9999	13664	Football
10000	10900	Football
10001	3723	Football
10002	11937	Football
10003	12260	Football
10004	323	Football
10005	1594	Football
10006	5952	Football
10007	7203	Football
10008	10915	Football
10009	13751	Football
10010	969	Football
10011	3909	Football
10012	3395	Football
10013	14433	Football
10014	3962	Football
10015	5102	Business
10016	7131	Football
10017	3788	Football
10018	8545	Football
10019	9004	Football
10020	9237	Football
10021	2044	Football
10022	4537	Football
10023	14063	Business
10024	9737	Business
10025	7413	Business
10026	5539	Business
10027	12980	Business
10028	11978	Politics
10029	11736	Business
10030	4018	Business
10031	3220	Technology
10032	104	Technology
10033	4274	Business
10034	492	Politics
10035	14671	Technology
10036	900	Technology
10037	9192	Business
10038	12484	Technology
10039	309	Technology
10040	2206	Technology
10041	554	Technology
10042	5095	Technology
10043	13861	Technology
10044	6599	Football
10045	3973	Technology
